Timestamp,Viewer IPs,User ID,Country,Sport,Duration,Device,Channel
2024-06-08 15:00:00,55.33.252.3,12869,South Africa,Swimming,90,Mobile,Main Channel
2024-06-08 14:00:00,141.162.221.69,11431,Brazil,Soccer,80,Desktop,Live Sports
2024-06-08 02:00:00,181.93.228.178,17117,Mexico,Hockey,60,Desktop,Live Sports
2024-06-09 09:00:00,246.90.36.76,11890,Brazil,Tennis,120,Tablet,Main Channel
2024-06-07 11:00:00,39.252.120.45,11387,South Africa,Basketball,40,Mobile,Live Sports
2024-06-08 09:00:00,151.242.190.117,14710,Canada,Snowboarding,40,Desktop,Live Sports
2024-06-09 13:00:00,180.164.245.163,16445,Chile,Snowboarding,60,Tablet,Live Sports
2024-06-10 06:00:00,164.90.101.200,13907,USA,Soccer,70,Tablet,Events Channel 2
2024-06-10 14:00:00,232.21.249.53,10702,South Africa,Basketball,60,Desktop,Main Channel
2024-06-07 19:00:00,113.107.172.34,12260,Mexico,Tennis,120,Desktop,Live Sports
2024-06-09 14:00:00,151.222.243.205,14883,Chile,Tennis,70,Tablet,Live Sports
2024-06-09 15:00:00,101.240.66.26,16229,Brazil,Soccer,80,Mobile,Live Sports
2024-06-09 20:00:00,158.31.254.150,19732,Mexico,Swimming,30,Desktop,Live Sports
2024-06-08 04:00:00,135.238.21.191,11860,Canada,Soccer,80,Mobile,Live Sports
2024-06-07 21:00:00,192.21.18.132,16390,Canada,Soccer,120,Desktop,Main Channel
2024-06-08 06:00:00,50.153.36.247,14968,Brazil,Snowboarding,80,Mobile,Live Sports
2024-06-08 16:00:00,32.4.9.145,13001,Chile,Swimming,60,Tablet,Events Channel 2
2024-06-08 17:00:00,29.161.59.205,18625,Chile,Snowboarding,90,Desktop,Live Sports
2024-06-07 02:00:00,12.8.133.33,17861,Namibia,Tennis,120,Desktop,Live Sports
2024-06-07 15:00:00,84.148.205.92,11731,South Africa,Tennis,40,Desktop,Events Channel 2
2024-06-09 14:00:00,44.18.125.241,18517,USA,Hockey,90,Desktop,Events Channel 2
2024-06-10 20:00:00,246.192.231.114,15911,Namibia,Snowboarding,90,Mobile,Live Sports
2024-06-10 17:00:00,160.8.218.12,14151,Mexico,Snowboarding,10,Tablet,Main Channel
2024-06-08 07:00:00,40.254.200.26,15533,Brazil,Snowboarding,120,Desktop,Events Channel 2
2024-06-10 17:00:00,28.52.99.170,17581,Chile,Snowboarding,50,Mobile,Main Channel
2024-06-10 01:00:00,166.4.103.230,15107,South Africa,Snowboarding,70,Tablet,Live Sports
2024-06-09 23:00:00,195.225.217.26,19690,South Africa,Tennis,90,Tablet,Events Channel 2
2024-06-10 01:00:00,220.151.46.17,12948,Namibia,Tennis,10,Mobile,Events Channel 2
2024-06-07 00:00:00,248.172.23.58,11235,Mexico,Soccer,40,Desktop,Events Channel 2
2024-06-10 20:00:00,206.122.175.246,18216,Canada,Soccer,60,Mobile,Live Sports
2024-06-07 11:00:00,184.91.167.74,16379,Canada,Soccer,30,Mobile,Events Channel 2
2024-06-08 09:00:00,51.36.17.164,13813,USA,Swimming,40,Mobile,Events Channel 2
2024-06-10 06:00:00,224.114.49.128,18284,Brazil,Hockey,10,Mobile,Events Channel 2
2024-06-08 23:00:00,140.183.158.66,17531,South Africa,Tennis,30,Mobile,Main Channel
2024-06-09 09:00:00,220.182.55.13,14151,South Africa,Hockey,30,Desktop,Events Channel 2
2024-06-08 07:00:00,136.86.201.211,17105,Canada,Hockey,80,Tablet,Events Channel 2
2024-06-09 02:00:00,108.154.250.176,15388,Canada,Soccer,10,Mobile,Main Channel
2024-06-10 20:00:00,226.227.91.205,14715,South Africa,Snowboarding,80,Tablet,Live Sports
2024-06-07 02:00:00,252.31.221.229,14251,South Africa,Basketball,80,Mobile,Live Sports
2024-06-07 14:00:00,251.158.77.118,14467,Canada,Soccer,80,Tablet,Main Channel
2024-06-08 07:00:00,19.98.175.60,18547,Brazil,Snowboarding,10,Desktop,Live Sports
2024-06-08 18:00:00,31.112.22.66,18581,Mexico,Hockey,120,Mobile,Main Channel
2024-06-10 01:00:00,205.181.224.229,17850,Namibia,Tennis,50,Mobile,Events Channel 2
2024-06-08 01:00:00,82.20.212.210,10697,Brazil,Swimming,60,Mobile,Events Channel 2
2024-06-10 01:00:00,177.39.92.91,10270,Namibia,Swimming,90,Tablet,Main Channel
2024-06-09 17:00:00,195.31.160.116,19805,Mexico,Tennis,40,Mobile,Events Channel 2
2024-06-09 04:00:00,172.211.105.3,12561,Canada,Soccer,30,Tablet,Events Channel 2
2024-06-09 22:00:00,164.196.39.39,12321,South Africa,Hockey,80,Mobile,Events Channel 2
2024-06-10 03:00:00,40.48.137.208,10770,Namibia,Swimming,10,Tablet,Events Channel 2
2024-06-10 10:00:00,116.106.32.194,14987,South Africa,Snowboarding,90,Mobile,Main Channel
2024-06-09 08:00:00,67.133.177.142,10883,South Africa,Soccer,30,Mobile,Main Channel
2024-06-07 01:00:00,156.50.189.35,18407,Namibia,Hockey,90,Mobile,Events Channel 2
2024-06-09 09:00:00,114.74.222.208,11263,South Africa,Snowboarding,30,Desktop,Live Sports
2024-06-09 15:00:00,164.238.213.52,14107,South Africa,Soccer,80,Desktop,Live Sports
2024-06-07 10:00:00,155.104.94.108,10270,South Africa,Hockey,60,Tablet,Main Channel
2024-06-10 06:00:00,120.155.7.94,14593,South Africa,Tennis,60,Tablet,Live Sports
2024-06-07 09:00:00,167.186.113.58,16036,Brazil,Basketball,120,Tablet,Events Channel 2
2024-06-09 00:00:00,247.248.16.68,11204,Canada,Tennis,70,Desktop,Main Channel
2024-06-09 05:00:00,251.50.164.157,10698,South Africa,Snowboarding,30,Desktop,Events Channel 2
2024-06-07 12:00:00,117.22.177.120,11479,USA,Swimming,40,Desktop,Events Channel 2
2024-06-07 00:00:00,185.102.243.207,11827,Brazil,Snowboarding,40,Mobile,Events Channel 2
2024-06-10 07:00:00,98.128.131.136,17810,Brazil,Swimming,10,Tablet,Events Channel 2
2024-06-10 16:00:00,242.245.59.240,16151,Brazil,Basketball,70,Tablet,Events Channel 2
2024-06-09 05:00:00,105.230.182.46,10363,Mexico,Tennis,80,Desktop,Events Channel 2
2024-06-08 17:00:00,159.155.235.30,13374,Brazil,Snowboarding,30,Mobile,Events Channel 2
2024-06-09 07:00:00,133.149.28.71,16133,USA,Hockey,50,Mobile,Events Channel 2
2024-06-07 08:00:00,202.232.58.188,18726,South Africa,Hockey,70,Mobile,Main Channel
2024-06-10 17:00:00,144.222.160.212,17959,Brazil,Snowboarding,30,Tablet,Live Sports
2024-06-07 07:00:00,27.47.34.223,17082,Mexico,Tennis,40,Mobile,Events Channel 2
2024-06-10 17:00:00,222.182.37.240,18426,USA,Swimming,80,Tablet,Live Sports
2024-06-10 00:00:00,37.167.129.64,13164,Chile,Soccer,70,Mobile,Live Sports
2024-06-07 04:00:00,209.67.54.104,10100,Namibia,Swimming,10,Mobile,Live Sports
2024-06-10 23:00:00,87.248.213.224,16772,Canada,Hockey,10,Tablet,Events Channel 2
2024-06-10 01:00:00,237.136.140.80,16697,Canada,Swimming,60,Mobile,Main Channel
2024-06-10 17:00:00,77.132.148.62,17907,Namibia,Tennis,120,Desktop,Main Channel
2024-06-10 11:00:00,82.56.243.114,17688,Mexico,Soccer,120,Mobile,Main Channel
2024-06-07 02:00:00,125.9.135.87,18535,Chile,Basketball,70,Tablet,Events Channel 2
2024-06-08 09:00:00,31.22.73.153,17635,Canada,Swimming,90,Tablet,Events Channel 2
2024-06-10 05:00:00,126.45.167.166,17215,Canada,Tennis,60,Tablet,Main Channel
2024-06-08 08:00:00,136.86.201.211,12163,Mexico,Soccer,90,Mobile,Main Channel
2024-06-10 06:00:00,133.194.207.137,17108,Namibia,Soccer,120,Tablet,Main Channel
2024-06-08 09:00:00,189.198.175.155,18040,Namibia,Basketball,30,Tablet,Live Sports
2024-06-09 02:00:00,246.129.133.166,14267,Namibia,Basketball,50,Tablet,Main Channel
2024-06-07 07:00:00,94.21.212.207,15308,South Africa,Soccer,50,Desktop,Main Channel
2024-06-08 09:00:00,140.183.158.66,15997,South Africa,Tennis,120,Tablet,Events Channel 2
2024-06-10 12:00:00,223.72.248.237,19794,Mexico,Tennis,60,Desktop,Events Channel 2
2024-06-10 16:00:00,10.100.74.172,18510,Brazil,Snowboarding,10,Desktop,Events Channel 2
2024-06-10 07:00:00,85.221.84.106,16430,South Africa,Tennis,50,Mobile,Live Sports
2024-06-09 22:00:00,113.176.122.253,18727,South Africa,Swimming,90,Desktop,Main Channel
2024-06-07 17:00:00,151.109.126.229,14346,Brazil,Tennis,60,Desktop,Live Sports
2024-06-10 21:00:00,51.36.17.164,16148,Brazil,Basketball,30,Mobile,Events Channel 2
2024-06-10 09:00:00,142.60.9.109,14104,Brazil,Tennis,10,Desktop,Main Channel
2024-06-09 10:00:00,73.246.188.6,15300,Mexico,Tennis,10,Mobile,Main Channel
2024-06-08 03:00:00,233.107.163.35,15023,Chile,Snowboarding,70,Desktop,Main Channel
2024-06-07 13:00:00,89.168.253.247,11209,Canada,Hockey,70,Tablet,Live Sports
2024-06-09 02:00:00,105.131.139.98,12283,Canada,Tennis,80,Tablet,Live Sports
2024-06-07 13:00:00,21.204.188.83,14446,USA,Soccer,90,Desktop,Events Channel 2
2024-06-08 10:00:00,52.138.136.89,15687,South Africa,Hockey,60,Mobile,Live Sports
2024-06-08 09:00:00,156.61.227.160,10258,Canada,Hockey,50,Desktop,Main Channel
2024-06-10 05:00:00,101.209.177.229,18547,Chile,Tennis,60,Tablet,Live Sports
2024-06-09 08:00:00,176.69.51.130,14751,Canada,Soccer,30,Tablet,Live Sports
2024-06-10 09:00:00,151.238.22.129,19668,USA,Swimming,10,Desktop,Events Channel 2
2024-06-09 11:00:00,82.163.18.135,16082,South Africa,Soccer,40,Desktop,Main Channel
2024-06-10 22:00:00,193.26.179.109,14990,USA,Swimming,50,Tablet,Main Channel
2024-06-07 08:00:00,225.71.193.17,14498,Namibia,Hockey,30,Mobile,Events Channel 2
2024-06-10 16:00:00,49.143.10.113,17073,Chile,Swimming,120,Tablet,Live Sports
2024-06-10 03:00:00,60.212.21.232,11070,South Africa,Swimming,90,Tablet,Live Sports
2024-06-08 04:00:00,57.130.97.225,16370,Chile,Hockey,60,Tablet,Events Channel 2
2024-06-07 21:00:00,149.134.116.208,15264,Namibia,Swimming,60,Mobile,Main Channel
2024-06-10 20:00:00,251.8.184.162,18337,Canada,Tennis,10,Desktop,Main Channel
2024-06-10 17:00:00,185.177.111.178,18597,Canada,Basketball,80,Mobile,Events Channel 2
2024-06-07 02:00:00,156.29.167.24,13147,Canada,Hockey,60,Tablet,Live Sports
2024-06-09 08:00:00,232.141.193.233,10043,South Africa,Hockey,30,Desktop,Main Channel
2024-06-07 03:00:00,222.49.186.165,10156,South Africa,Soccer,10,Tablet,Live Sports
2024-06-07 01:00:00,173.164.177.50,11013,Mexico,Swimming,60,Mobile,Live Sports
2024-06-07 18:00:00,65.248.69.41,14711,Namibia,Tennis,40,Desktop,Live Sports
2024-06-10 04:00:00,18.197.109.245,15413,Brazil,Tennis,80,Mobile,Events Channel 2
2024-06-07 14:00:00,7.203.250.27,19703,Chile,Hockey,70,Desktop,Live Sports
2024-06-10 11:00:00,76.217.203.115,17566,Canada,Swimming,120,Mobile,Live Sports
2024-06-07 08:00:00,110.125.150.216,16721,USA,Swimming,120,Tablet,Events Channel 2
2024-06-09 01:00:00,106.79.165.150,12915,Mexico,Tennis,70,Desktop,Events Channel 2
2024-06-07 13:00:00,90.21.166.50,11291,Brazil,Hockey,30,Tablet,Events Channel 2
2024-06-08 09:00:00,145.14.232.146,19467,Chile,Tennis,60,Desktop,Main Channel
2024-06-10 09:00:00,138.131.42.254,10322,Brazil,Hockey,80,Tablet,Live Sports
2024-06-10 04:00:00,75.170.147.104,15865,Canada,Hockey,90,Tablet,Events Channel 2
2024-06-08 02:00:00,56.86.88.40,10984,Namibia,Tennis,10,Mobile,Live Sports
2024-06-07 01:00:00,204.175.15.153,13387,Brazil,Tennis,90,Desktop,Live Sports
2024-06-09 20:00:00,166.48.120.35,10334,Canada,Soccer,10,Mobile,Main Channel
2024-06-07 06:00:00,131.123.197.162,11578,Mexico,Soccer,50,Tablet,Live Sports
2024-06-08 01:00:00,195.239.74.187,17112,Chile,Swimming,30,Desktop,Live Sports
2024-06-07 23:00:00,176.69.51.130,18983,Mexico,Hockey,30,Tablet,Main Channel
2024-06-08 09:00:00,71.244.32.36,16058,Namibia,Soccer,10,Desktop,Events Channel 2
2024-06-09 09:00:00,114.46.196.70,16168,Chile,Hockey,90,Tablet,Main Channel
2024-06-07 14:00:00,172.149.21.221,17050,Mexico,Swimming,30,Mobile,Main Channel
2024-06-10 11:00:00,205.181.224.229,14918,Chile,Basketball,10,Mobile,Live Sports
2024-06-09 06:00:00,229.53.29.252,17809,Mexico,Tennis,80,Mobile,Live Sports
2024-06-08 13:00:00,103.59.93.11,15229,Canada,Basketball,10,Tablet,Main Channel
2024-06-07 17:00:00,37.164.246.103,10722,Brazil,Swimming,40,Desktop,Events Channel 2
2024-06-08 23:00:00,38.121.136.246,14659,Namibia,Basketball,10,Desktop,Events Channel 2
2024-06-08 22:00:00,183.241.198.180,14454,Mexico,Soccer,40,Desktop,Main Channel
2024-06-07 07:00:00,228.167.248.123,19068,Canada,Basketball,50,Desktop,Main Channel
2024-06-10 09:00:00,98.8.205.119,16585,South Africa,Tennis,40,Desktop,Main Channel
2024-06-07 09:00:00,43.211.227.243,17607,Canada,Swimming,80,Desktop,Events Channel 2
2024-06-08 05:00:00,144.222.160.212,12720,Canada,Snowboarding,60,Desktop,Events Channel 2
2024-06-08 19:00:00,138.131.42.254,12982,Brazil,Tennis,40,Tablet,Events Channel 2
2024-06-08 12:00:00,62.199.177.154,17944,Namibia,Tennis,80,Mobile,Main Channel
2024-06-09 21:00:00,9.28.90.245,15098,Brazil,Basketball,80,Tablet,Main Channel
2024-06-07 09:00:00,177.39.92.91,12100,Namibia,Snowboarding,30,Mobile,Events Channel 2
2024-06-08 14:00:00,119.223.49.96,17522,Brazil,Snowboarding,120,Mobile,Events Channel 2
2024-06-08 00:00:00,247.229.103.234,14733,Canada,Basketball,40,Desktop,Main Channel
2024-06-08 05:00:00,60.152.72.135,18646,Mexico,Hockey,60,Mobile,Main Channel
2024-06-07 18:00:00,178.102.55.65,12919,USA,Tennis,40,Mobile,Live Sports
2024-06-09 00:00:00,18.19.92.83,18445,USA,Hockey,80,Tablet,Main Channel
2024-06-10 11:00:00,177.173.230.102,12090,Brazil,Soccer,50,Tablet,Live Sports
2024-06-10 21:00:00,158.147.14.203,10155,Chile,Hockey,70,Mobile,Live Sports
2024-06-08 05:00:00,158.55.182.36,12182,Namibia,Hockey,30,Desktop,Live Sports
2024-06-07 17:00:00,195.225.217.26,16181,USA,Snowboarding,60,Tablet,Main Channel
2024-06-09 06:00:00,164.79.226.159,18333,Brazil,Hockey,40,Desktop,Main Channel
2024-06-09 21:00:00,180.9.208.4,16981,Chile,Swimming,120,Tablet,Main Channel
2024-06-10 10:00:00,1.163.124.105,18101,Chile,Swimming,30,Desktop,Live Sports
2024-06-09 12:00:00,3.126.103.165,17207,South Africa,Swimming,70,Tablet,Events Channel 2
2024-06-08 21:00:00,237.62.229.124,11951,Chile,Soccer,50,Desktop,Main Channel
2024-06-08 07:00:00,122.97.48.1,12114,Chile,Snowboarding,90,Mobile,Events Channel 2
2024-06-09 16:00:00,93.36.183.116,10296,Chile,Soccer,40,Desktop,Live Sports
2024-06-07 00:00:00,232.113.112.61,11281,Mexico,Tennis,50,Mobile,Events Channel 2
2024-06-09 10:00:00,137.157.71.182,15247,South Africa,Tennis,80,Mobile,Live Sports
2024-06-09 11:00:00,238.100.187.215,17493,USA,Hockey,90,Mobile,Live Sports
2024-06-09 01:00:00,241.238.8.65,13166,Brazil,Tennis,120,Tablet,Events Channel 2
2024-06-07 14:00:00,232.141.193.233,14531,Mexico,Tennis,70,Desktop,Events Channel 2
2024-06-10 10:00:00,78.183.23.130,17130,Namibia,Swimming,10,Mobile,Main Channel
2024-06-10 08:00:00,156.61.227.160,13510,Namibia,Snowboarding,50,Tablet,Main Channel
2024-06-08 01:00:00,29.71.109.12,17888,Namibia,Swimming,30,Mobile,Live Sports
2024-06-08 18:00:00,61.62.94.146,14145,Canada,Snowboarding,120,Desktop,Events Channel 2
2024-06-08 05:00:00,207.77.43.200,19760,Mexico,Hockey,50,Tablet,Events Channel 2
2024-06-09 02:00:00,195.133.215.92,16797,Chile,Soccer,80,Tablet,Main Channel
2024-06-09 13:00:00,26.24.150.41,13035,Mexico,Basketball,80,Desktop,Events Channel 2
2024-06-10 21:00:00,16.56.36.87,11115,South Africa,Snowboarding,10,Tablet,Events Channel 2
2024-06-09 04:00:00,234.56.245.10,17024,Chile,Swimming,80,Tablet,Main Channel
2024-06-10 17:00:00,211.89.252.121,15283,Chile,Swimming,10,Mobile,Main Channel
2024-06-10 02:00:00,195.76.241.83,14534,South Africa,Snowboarding,40,Tablet,Main Channel
2024-06-09 19:00:00,158.101.137.119,13993,USA,Soccer,80,Mobile,Main Channel
2024-06-07 07:00:00,61.104.234.109,11502,Chile,Tennis,120,Tablet,Events Channel 2
2024-06-07 04:00:00,89.22.68.178,18090,Mexico,Snowboarding,30,Tablet,Events Channel 2
2024-06-10 10:00:00,26.9.205.169,12704,Namibia,Snowboarding,40,Mobile,Live Sports
2024-06-09 02:00:00,85.20.17.100,10421,Namibia,Swimming,70,Mobile,Live Sports
2024-06-07 19:00:00,47.96.224.12,14628,Namibia,Hockey,70,Desktop,Main Channel
2024-06-07 16:00:00,47.12.175.93,18342,USA,Hockey,10,Tablet,Main Channel
2024-06-08 20:00:00,209.89.187.140,16901,Mexico,Soccer,50,Mobile,Main Channel
2024-06-07 22:00:00,196.47.248.105,12842,Mexico,Snowboarding,40,Desktop,Events Channel 2
2024-06-10 10:00:00,158.124.70.254,13478,Namibia,Basketball,60,Tablet,Events Channel 2
2024-06-07 10:00:00,236.52.30.146,14252,Mexico,Tennis,120,Mobile,Main Channel
2024-06-10 03:00:00,86.133.153.109,11751,USA,Tennis,10,Desktop,Events Channel 2
2024-06-09 16:00:00,94.21.212.207,12025,USA,Hockey,30,Mobile,Events Channel 2
2024-06-10 15:00:00,229.194.134.193,10331,Canada,Soccer,30,Tablet,Live Sports
2024-06-07 11:00:00,25.56.133.12,11489,Chile,Hockey,10,Mobile,Live Sports
2024-06-09 17:00:00,21.76.148.132,12351,Chile,Hockey,40,Desktop,Live Sports
2024-06-10 10:00:00,180.15.54.45,14078,USA,Basketball,80,Mobile,Events Channel 2
2024-06-07 05:00:00,69.244.148.171,18095,USA,Snowboarding,40,Desktop,Events Channel 2
2024-06-10 05:00:00,95.129.35.181,17481,South Africa,Snowboarding,60,Mobile,Events Channel 2
2024-06-10 22:00:00,171.168.104.136,14426,South Africa,Swimming,60,Mobile,Main Channel
2024-06-10 16:00:00,116.67.140.102,13344,USA,Basketball,90,Mobile,Events Channel 2
2024-06-08 16:00:00,238.165.84.36,19708,Canada,Snowboarding,70,Mobile,Main Channel
2024-06-09 03:00:00,243.175.186.243,11180,USA,Hockey,80,Tablet,Main Channel
2024-06-07 13:00:00,107.73.8.4,10050,Canada,Basketball,10,Desktop,Live Sports
2024-06-09 21:00:00,237.179.196.123,17979,Brazil,Snowboarding,10,Tablet,Main Channel
2024-06-08 10:00:00,80.197.77.12,18072,Mexico,Swimming,90,Tablet,Main Channel
2024-06-07 23:00:00,147.127.119.145,15907,Mexico,Hockey,10,Desktop,Live Sports
2024-06-07 05:00:00,120.155.7.94,15384,Canada,Snowboarding,40,Desktop,Live Sports
2024-06-10 07:00:00,149.128.235.241,17946,Mexico,Snowboarding,120,Mobile,Events Channel 2
2024-06-08 14:00:00,142.108.107.88,13999,Mexico,Tennis,30,Desktop,Live Sports
2024-06-08 08:00:00,20.43.9.128,13478,Chile,Hockey,30,Tablet,Events Channel 2
2024-06-09 03:00:00,197.241.103.231,10371,USA,Swimming,90,Desktop,Events Channel 2
2024-06-10 05:00:00,217.233.31.230,14335,USA,Hockey,60,Mobile,Events Channel 2
2024-06-10 05:00:00,235.53.88.39,16533,Mexico,Tennis,40,Desktop,Main Channel
2024-06-10 13:00:00,219.15.148.40,13676,Chile,Tennis,70,Mobile,Live Sports
2024-06-08 01:00:00,172.246.2.202,11683,Mexico,Soccer,60,Tablet,Live Sports
2024-06-07 04:00:00,9.106.141.208,15981,South Africa,Snowboarding,30,Mobile,Main Channel
2024-06-07 04:00:00,107.103.21.10,19211,Brazil,Hockey,70,Mobile,Events Channel 2
2024-06-07 06:00:00,216.155.180.240,19923,Chile,Soccer,40,Tablet,Live Sports
2024-06-07 11:00:00,141.14.60.166,11043,Canada,Snowboarding,60,Desktop,Events Channel 2
2024-06-09 01:00:00,138.101.177.181,14123,Chile,Snowboarding,70,Mobile,Main Channel
2024-06-07 03:00:00,169.145.205.45,11041,Namibia,Snowboarding,60,Desktop,Events Channel 2
2024-06-10 09:00:00,71.223.185.241,10660,Brazil,Hockey,50,Tablet,Events Channel 2
2024-06-10 13:00:00,93.152.169.113,18253,Mexico,Basketball,40,Mobile,Main Channel
2024-06-08 15:00:00,197.92.78.142,15072,Brazil,Swimming,90,Tablet,Live Sports
2024-06-10 09:00:00,249.66.211.63,16634,Canada,Hockey,40,Mobile,Live Sports
2024-06-09 17:00:00,116.81.171.245,17994,Canada,Swimming,30,Desktop,Main Channel
2024-06-09 11:00:00,38.115.252.54,11510,USA,Soccer,30,Mobile,Live Sports
2024-06-08 15:00:00,242.248.30.54,16036,Namibia,Tennis,80,Mobile,Events Channel 2
2024-06-08 10:00:00,177.59.37.58,19533,Namibia,Tennis,40,Mobile,Events Channel 2
2024-06-10 00:00:00,162.46.87.179,10954,Mexico,Hockey,10,Desktop,Events Channel 2
2024-06-10 21:00:00,26.230.227.16,17170,Namibia,Snowboarding,70,Tablet,Main Channel
2024-06-09 21:00:00,231.167.70.111,19201,Mexico,Swimming,90,Mobile,Live Sports
2024-06-09 20:00:00,65.243.123.169,11339,USA,Swimming,90,Mobile,Events Channel 2
2024-06-08 04:00:00,244.3.200.15,15092,USA,Tennis,40,Desktop,Main Channel
2024-06-10 06:00:00,155.118.180.80,13089,Brazil,Soccer,50,Desktop,Events Channel 2
2024-06-07 15:00:00,38.239.197.227,17675,Chile,Tennis,60,Desktop,Live Sports
2024-06-09 14:00:00,196.197.203.140,11810,Mexico,Soccer,70,Mobile,Main Channel
2024-06-09 11:00:00,229.194.134.193,11794,Canada,Basketball,30,Desktop,Events Channel 2
2024-06-09 15:00:00,64.242.182.191,16142,Canada,Soccer,60,Mobile,Events Channel 2
2024-06-10 14:00:00,8.4.135.50,11966,Brazil,Soccer,80,Mobile,Events Channel 2
2024-06-09 08:00:00,82.175.180.165,12292,Namibia,Tennis,70,Tablet,Events Channel 2
2024-06-10 05:00:00,116.67.140.102,16586,Mexico,Swimming,90,Desktop,Events Channel 2
2024-06-09 21:00:00,136.253.56.60,16830,Canada,Snowboarding,80,Tablet,Live Sports
2024-06-10 19:00:00,134.150.191.55,12647,Namibia,Basketball,30,Mobile,Events Channel 2
2024-06-07 10:00:00,42.36.23.158,19756,Namibia,Swimming,60,Mobile,Events Channel 2
2024-06-10 08:00:00,67.59.213.251,18782,Brazil,Hockey,10,Desktop,Live Sports
2024-06-07 03:00:00,165.229.168.101,15720,USA,Basketball,80,Mobile,Events Channel 2
2024-06-09 03:00:00,74.180.106.215,19630,Brazil,Swimming,30,Mobile,Main Channel
2024-06-09 06:00:00,89.168.253.247,17710,USA,Swimming,90,Mobile,Events Channel 2
2024-06-09 04:00:00,162.189.251.14,17895,USA,Soccer,40,Tablet,Live Sports
2024-06-07 17:00:00,178.208.70.219,19828,Chile,Tennis,80,Tablet,Events Channel 2
2024-06-08 11:00:00,218.224.251.57,18882,Mexico,Hockey,90,Tablet,Live Sports
2024-06-08 08:00:00,246.226.51.84,14963,Canada,Swimming,90,Desktop,Events Channel 2
2024-06-08 11:00:00,47.222.115.246,14218,USA,Tennis,90,Desktop,Live Sports
2024-06-07 16:00:00,1.62.78.161,18601,Brazil,Basketball,80,Mobile,Events Channel 2
2024-06-10 03:00:00,98.118.19.44,17355,Canada,Swimming,70,Desktop,Events Channel 2
2024-06-10 08:00:00,56.169.1.48,11474,South Africa,Soccer,120,Tablet,Live Sports
2024-06-08 16:00:00,57.188.194.51,13725,Namibia,Snowboarding,80,Mobile,Main Channel
2024-06-09 04:00:00,47.96.224.12,18400,Mexico,Basketball,40,Mobile,Events Channel 2
2024-06-08 12:00:00,75.235.94.53,19044,Canada,Swimming,70,Mobile,Events Channel 2
2024-06-10 17:00:00,111.129.206.14,13511,Mexico,Hockey,70,Desktop,Main Channel
2024-06-09 15:00:00,56.169.1.48,17262,USA,Swimming,80,Desktop,Live Sports
2024-06-10 15:00:00,11.203.112.223,14526,Chile,Soccer,40,Tablet,Live Sports
2024-06-07 06:00:00,166.4.103.230,13365,Chile,Swimming,60,Desktop,Live Sports
2024-06-09 21:00:00,125.9.135.87,12850,Brazil,Basketball,90,Mobile,Main Channel
2024-06-08 02:00:00,184.118.142.29,10129,Brazil,Tennis,80,Desktop,Main Channel
2024-06-08 06:00:00,56.86.88.40,19243,Mexico,Hockey,40,Mobile,Live Sports
2024-06-09 06:00:00,170.48.85.6,12125,Namibia,Basketball,30,Mobile,Events Channel 2
2024-06-09 03:00:00,237.189.237.192,13318,Chile,Snowboarding,10,Mobile,Live Sports
2024-06-10 09:00:00,169.121.14.205,10499,Brazil,Basketball,60,Tablet,Main Channel
2024-06-09 11:00:00,40.48.137.208,12509,Brazil,Soccer,40,Mobile,Main Channel
2024-06-10 15:00:00,114.46.196.70,18969,Chile,Snowboarding,10,Mobile,Main Channel
2024-06-08 04:00:00,116.106.32.194,10257,Canada,Tennis,40,Desktop,Events Channel 2
2024-06-08 23:00:00,106.79.165.150,14287,Mexico,Snowboarding,40,Mobile,Events Channel 2
2024-06-07 22:00:00,4.147.50.170,16217,Chile,Soccer,60,Desktop,Live Sports
2024-06-08 02:00:00,27.47.34.223,16928,Namibia,Soccer,70,Tablet,Live Sports
2024-06-10 03:00:00,115.103.33.78,15421,South Africa,Snowboarding,60,Desktop,Events Channel 2
2024-06-09 01:00:00,56.186.47.155,18442,Namibia,Snowboarding,60,Desktop,Live Sports
2024-06-09 10:00:00,92.157.176.138,11991,Brazil,Tennis,60,Desktop,Main Channel
2024-06-09 19:00:00,91.70.122.196,11421,USA,Basketball,30,Tablet,Live Sports
2024-06-10 12:00:00,130.126.159.249,14280,South Africa,Basketball,90,Mobile,Live Sports
2024-06-09 21:00:00,50.162.108.158,11293,South Africa,Swimming,60,Tablet,Main Channel
2024-06-10 04:00:00,50.162.108.158,15779,Namibia,Swimming,50,Desktop,Live Sports
2024-06-07 09:00:00,234.56.245.10,17305,USA,Snowboarding,80,Mobile,Live Sports
2024-06-09 16:00:00,116.55.59.98,13185,Namibia,Snowboarding,40,Desktop,Live Sports
2024-06-08 07:00:00,195.110.249.209,15111,Chile,Basketball,80,Mobile,Live Sports
2024-06-08 12:00:00,127.86.217.51,12193,Brazil,Snowboarding,90,Mobile,Live Sports
2024-06-09 10:00:00,21.76.148.132,18682,Chile,Snowboarding,10,Mobile,Main Channel
2024-06-07 23:00:00,46.192.221.214,13915,Mexico,Soccer,80,Mobile,Events Channel 2
2024-06-09 02:00:00,19.76.51.119,10253,South Africa,Hockey,120,Mobile,Events Channel 2
2024-06-09 13:00:00,181.93.228.178,10995,Mexico,Tennis,50,Mobile,Live Sports
2024-06-08 15:00:00,83.54.149.212,15990,South Africa,Soccer,70,Desktop,Main Channel
